kind,source_path,archive_path,lines,chars,sha256,headings
claude,bci-research/web/CLAUDE.md,corpus/claude/bci-research/web/CLAUDE.md,1,11,336cc4fbf19beaada7ccf9986414fa91851a8d7a07dfb3ccbe800a69eed0ab49,
claude,bin/CLAUDE.md,corpus/claude/bin/CLAUDE.md,47,2034,42eb75d274590e623aba617b5253dec6d0cbfdbe20f5e9bf35800009964f58f4,# CLAUDE.md | ## Overview | ## Commands | ## Architecture | ## Supported Providers
claude,books/CLAUDE.md,corpus/claude/books/CLAUDE.md,55,2330,da76df9941f5d0a562df19126b2aa0da4f8f69920eebd1baf3d91d008e0d5f37,# CLAUDE.md | ## Project Overview | ## Repository Structure | ### CodeGodChronicles layout: | ## Key World-Building Concepts
claude,brag/ai_claude_code/CLAUDE.md,corpus/claude/brag/ai_claude_code/CLAUDE.md,188,6501,5ece4d241c161be91472c81f565c6b36269f28496d5f22a508261c8ed150d261,# Claude Code Configuration - RuFlo V3 | ## Behavioral Rules (Always Enforced) | ## File Organization | ## Project Architecture | ### Project Config
claude,brag/ai_openclaw/CLAUDE.md,corpus/claude/brag/ai_openclaw/CLAUDE.md,266,7072,01a3ffddacea84ef359ffabe832056cbc0403e35b582e8109ac157461d8b4f5b,# CLAUDE.md | ## Project Overview | ## Repository Structure | ## Documentation Standards | ### File Naming Convention
claude,brag/ai_tools/CLAUDE.md,corpus/claude/brag/ai_tools/CLAUDE.md,206,4010,1e8f7a4d3f2f52cb3c7d64597043c289aba2a409adcb9e797d449603bf4553dc,# CLAUDE.md | ## 项目概述 | ## 开发环境 | ### 核心命令 | # 开发服务器（端口 8765）
claude,brag/AI创意/一站式会议助手/CLAUDE.md,corpus/claude/brag/AI创意/一站式会议助手/CLAUDE.md,139,4679,040d4710bcd2d874698ebb1e7ebc37dff24fff9bf385513e80093345f184702b,# CLAUDE.md | ## Project Overview | ## Common Development Commands | ### ai-meeting-web (React + Vite) | ### ai-meeting-web-next (Next.js)
claude,brag/AI创意/摩托车社区/CLAUDE.md,corpus/claude/brag/AI创意/摩托车社区/CLAUDE.md,163,5892,9dfdfef83d31748535b474e7892703e82544127c9fa352f3676eb215f7cebd8e,# CLAUDE.md | ## Project Overview | ## Common Commands | ### Frontend Development | ### Cloud Functions (WeChat Mini Program Backend)
claude,brag/CLAUDE.md,corpus/claude/brag/CLAUDE.md,250,5294,be34c31a43541484ce49a4fa98b69d1bcfe844d815b5dabe1006781e91de659a,# CLAUDE.md | ## 项目概述 | ## 项目结构 | ### 核心目录 | ### AI 技术栈
claude,capa.io/CLAUDE.md,corpus/claude/capa.io/CLAUDE.md,146,4428,95d874bd5d455a5752945bbbf10af5967b14db323575a503bc4dd782445a1e98,# CLAUDE.md | ## Project Overview | ## Development Commands | ### Prerequisites | ### Setup
claude,Claude-Code-Game-Studios/CLAUDE.md,corpus/claude/Claude-Code-Game-Studios/CLAUDE.md,103,4023,1777b43ece1d200e5eb519ceef82788f31e3529d98f93ec3638cce3309ef6a6f,# CLAUDE.md | ## What This Is | ## Agent Architecture | ## Technology Stack | ## Automated Safety (Hooks)
claude,health-agent/CLAUDE.md,corpus/claude/health-agent/CLAUDE.md,170,7168,0c4ca5cd0360673675fb2ab45cc31285c99ccef21c65e2f5a6290af6b01ae68b,# CLAUDE.md | ## Project Overview | ## Commands | # All commands run from the app/ directory | ## Architecture
claude,ikun/ikun-activity/CLAUDE.md,corpus/claude/ikun/ikun-activity/CLAUDE.md,192,4767,991f21939e54652d252b77cb3b2020592858ba3b1ba121cf3b9ab8130b4ad4e3,# CLAUDE.md | ## 项目简介 | ## 开发注意事项 | ## 常用命令 | ### 数据库
claude,kevinten10.github.io/CLAUDE.md,corpus/claude/kevinten10.github.io/CLAUDE.md,191,6697,ccf4a1ce5ee63e3678b03e18ea5a2c650cfd788c21d50fe69006baa3b6724bba,# CLAUDE.md | ## Project Overview | ## Common Commands | ### Local Development | # Start a local server (Python)
claude,kevinten10.github.io/next-portfolio/CLAUDE.md,corpus/claude/kevinten10.github.io/next-portfolio/CLAUDE.md,1,11,336cc4fbf19beaada7ccf9986414fa91851a8d7a07dfb3ccbe800a69eed0ab49,
claude,kimi/CLAUDE.md,corpus/claude/kimi/CLAUDE.md,28,579,80fe60769353a4a33fb6095be1660f438113e500be319ae69a604544d0b5ec87,# Kimi AI Ideas 项目 | ## 项目结构 | ## 部署规则 | ## 仓库名规范 | ## 进度跟踪
claude,maichong/CLAUDE.md,corpus/claude/maichong/CLAUDE.md,105,4585,86c26f8e3d724f9bd4e111609c27b2ed0fcff5f059da58e298697a897dd07a35,# CLAUDE.md | ## Project Overview | ## Build & Dev Commands | ## Tech Stack | ## Configuration
claude,mcp-avatar/CLAUDE.md,corpus/claude/mcp-avatar/CLAUDE.md,53,2427,c29668fdd38d602e32ca0385d38d9e9c0956bccff6b2735120aa59c09a1f0a57,# CLAUDE.md — mcp-avatar | ## Project Overview | ## Architecture | ## Key Design Decisions | ## Provider Patterns
claude,mcp-image-gen/CLAUDE.md,corpus/claude/mcp-image-gen/CLAUDE.md,33,1438,0112d9e12f6ab97ad69cca7c7980d599122c0208dadb0a475a5a49c846918bc2,# CLAUDE.md — mcp-image-gen | ## Project Overview | ## Architecture | ## Key Design Decisions | ## Development
claude,mcp-media-toolkit/CLAUDE.md,corpus/claude/mcp-media-toolkit/CLAUDE.md,32,1400,1133e4b2cd9b086c5ba592fad832e91463bb6ac07bf0ecc207427533a8ef5040,# CLAUDE.md — mcp-media-toolkit | ## Project Overview | ## Architecture | ## Key Design Decisions | ## Development
claude,mcp-presentation/CLAUDE.md,corpus/claude/mcp-presentation/CLAUDE.md,33,1688,e2e6a0ef25d3ec511158f80df73908b3735db474b9f83bfaaaf77a1ec4d258b4,# CLAUDE.md — mcp-presentation | ## Project Overview | ## Architecture | ## Key Design Decisions | ## Development
claude,mcp-social-publisher/CLAUDE.md,corpus/claude/mcp-social-publisher/CLAUDE.md,53,2425,a68f823e98af25aaf66e16d42fd4797452df6d344a3ca49764cea27d769f9eeb,# CLAUDE.md — mcp-social-publisher | ## Project Overview | ## Architecture | ## Key Design Decisions | ## Platform Patterns
claude,mcp-subtitle/CLAUDE.md,corpus/claude/mcp-subtitle/CLAUDE.md,47,3104,3a6688a190152ef653fd8dad6ee24c2f1dc18804dcedc1884d99d153c994a4ea,# CLAUDE.md -- mcp-subtitle | ## Project Overview | ## Architecture | ## Key Design Decisions | ## Tool Flow
claude,mcp-video-gen/CLAUDE.md,corpus/claude/mcp-video-gen/CLAUDE.md,54,3215,cf3dcb3e034ab905c9353992cb6d82bd73cfbe34f212b20afe01fb609e8f3e79,# CLAUDE.md — mcp-video-gen | ## Project Overview | ## Architecture | ## Key Design Decisions | ## Provider Patterns
claude,mcp-voice-clone/CLAUDE.md,corpus/claude/mcp-voice-clone/CLAUDE.md,46,2366,ae93b8354e5b54efc675a0eeb3e2907dfc5777c148bf4677dd31df2fada657a7,# CLAUDE.md — mcp-voice-clone | ## Project Overview | ## Architecture | ## Key Design Decisions | ## Provider Patterns
claude,minimind/CLAUDE.md,corpus/claude/minimind/CLAUDE.md,108,5949,2535955cb77cb39e2edb05b821a0f069a1f0ef9e7524f13cc1b80ab6e277e706,# CLAUDE.md | ## Project Overview | ## Repository Structure | ## Common Commands | # Install dependencies
claude,minimind/website/CLAUDE.md,corpus/claude/minimind/website/CLAUDE.md,1,11,336cc4fbf19beaada7ccf9986414fa91851a8d7a07dfb3ccbe800a69eed0ab49,
claude,openclawpool/CLAUDE.md,corpus/claude/openclawpool/CLAUDE.md,1,11,336cc4fbf19beaada7ccf9986414fa91851a8d7a07dfb3ccbe800a69eed0ab49,
claude,OpenOctopus/CLAUDE.md,corpus/claude/OpenOctopus/CLAUDE.md,152,8373,f4b999c43763f49436a0c0b27e373279c58d86bfc6a5a1ef8470b7e87963b655,# CLAUDE.md | ## Project Overview | ## Tech Stack | ## Monorepo Structure | ## Commands
claude,Papers/CLAUDE.md,corpus/claude/Papers/CLAUDE.md,61,2935,d1b72ffb740382037431838fc5ec4ca5bdb8d3de10d673e2a43fbbabaabd9fcc,# CLAUDE.md | ## Project Overview | ## Commands | ## Architecture | ### Static Site Structure
claude,promotion-agent/CLAUDE.md,corpus/claude/promotion-agent/CLAUDE.md,100,3710,66eece5aca8bd6aaa0e2e621c6c61ed994fdef44860be4a149be5311d2a6c0f3,# CLAUDE.md — promotion-agent | ## Project Overview | ## Tech Stack | ## Architecture | ## Key Patterns
claude,spa-agent/CLAUDE.md,corpus/claude/spa-agent/CLAUDE.md,105,4798,4d354a0e8d2e4326826ff6f2106618945eb4834b13534795f37f31b66b1b7456,# CLAUDE.md | ## Project Overview | ## Commands | ## Architecture | ### Frontend (Expo Router file-based routing)
claude,spatial-memory/CLAUDE.md,corpus/claude/spatial-memory/CLAUDE.md,85,3314,fec74073f4dd8e8ca685c56fcf955063a631037440fffb1255c3560b013572b0,# CLAUDE.md — Spatial Memory Network | ## What This Is | ## Tech Stack | ## Quick Start | ## Project Structure
claude,TripMeta/CLAUDE.md,corpus/claude/TripMeta/CLAUDE.md,245,10450,80de40dede43021069f0ba4de98cb34c3ce7f637d1b249060ff6f16b19cb0fa9,# CLAUDE.md | ## Project Overview | ## Project Structure | ## Development Commands | ### Unity Project
claude,yuanjie-ar-weapp/CLAUDE.md,corpus/claude/yuanjie-ar-weapp/CLAUDE.md,65,2069,4967cea81ab1df084528d71b52d69b5bcd43eefcc8d8eb02f6598cf36f1bd871,# CLAUDE.md | ## Project Overview | ## Common Commands | # Development | # Build
claude,yuanjie-ar/CLAUDE.md,corpus/claude/yuanjie-ar/CLAUDE.md,94,4428,d29a0aedba82f1e1e0760b0928e200dd4fd9d1bea0f96d2b5f332fa6e543c523,# CLAUDE.md | ## Project Overview | ## Repository Contents | ### UI Mockups (C-end Mobile Interface) | ### Requirements
claude,yuanjie/ai-product-playbook/CLAUDE.md,corpus/claude/yuanjie/ai-product-playbook/CLAUDE.md,67,3634,92a5f14d3a2ed54be38df4ae5e8de2658a4d7e5df2fa0dfd98a567831903f048,# CLAUDE.md | ## What This Repo Is | ## Directory Taxonomy | ## Content Conventions | ## Case Study Framework (07-案例研究)
